ts	imei	mwra	c.android.youtube	c.android.chrome	c.android.gm	c.dogalize	c.katana	c.UCMobile.x86	c.updateassist	c.android.vending	c.UCMobile.intl	c.raider
2018-05-05 11:10:00	3590433799317661396	0.00000	11.84692	13.08841	14.44891	7.33380	13.88408	66.52113	43.65452	28.48815	96.77276	73.44990
2018-05-05 11:11:00	359043379931766510	0.00000	11.37382	14.62851	12.01382	9.41585	8.78986	50.72561	61.04752	28.41265	35.21275	65.81171
2018-05-05 11:12:00	8630330696303482113	0.00000	12.41016	12.35288	13.18994	14.14927	9.84517	16.74468	52.74758	25.28575	19.87240	68.10272
2018-05-05 11:13:00	8630330696303481859	0.00000	12.13805	11.84857	12.55435	14.75263	16.31122	55.64202	69.14585	89.86384	23.51295	29.87738
2018-05-05 11:14:00	8630330696303482311	1.00000	15.10067	8.75069	10.44509	14.63200	16.48622	47.52555	66.95848	7.79316	60.43238	35.40855
2018-05-05 11:15:00	863033069630348412	1.00000	13.55116	9.42612	10.73315	10.38807	12.33294	38.13557	66.65430	55.38257	8.04781	25.36505
2018-05-05 11:16:00	3590433799317661263	0.00000	9.59996	13.79076	9.65998	12.81282	6.76992	62.45875	54.24784	11.76394	49.39190	70.17953
2018-05-05 11:17:00	3590433799317661776	1.00000	14.70389	9.99228	12.76154	11.33620	12.74002	70.86059	65.59635	42.88665	25.42567	3.63500
2018-05-05 11:18:00	8630330696303482006	1.00000	9.75557	13.09445	8.10503	16.14993	12.15547	55.09514	50.06075	16.42187	68.81272	19.67535
2018-05-05 11:19:00	8630330696303482154	0.00000	13.96778	14.58045	12.96039	15.65845	13.80053	59.07152	48.98838	37.17115	67.47274	4.41749
2018-05-05 11:20:00	3590433799317662212	1.00000	13.05004	9.58590	6.52144	11.42433	15.17710	54.10167	64.97921	31.25826	67.86338	42.36009
2018-05-05 11:21:00	8630330696303481909	0.00000	16.30871	14.65306	15.52036	10.28241	13.03570	48.00503	76.98434	92.77956	7.39831	39.07761
2018-05-05 11:22:00	3590433799317661842	1.00000	16.26353	10.28924	10.52268	12.41966	14.25689	65.57947	61.54042	66.37138	38.92408	72.40876
2018-05-05 11:23:00	8630330696303482238	1.00000	15.48030	12.03824	11.13626	12.58312	14.08754	68.27003	62.02480	22.77086	50.45585	78.16933
2018-05-05 11:24:00	3590433799317661586	0.00000	12.34953	13.08641	14.35458	15.76858	14.80766	58.48529	58.46600	55.52772	47.90466	98.34541
2018-05-05 11:25:00	359043379931766361	0.00000	11.05061	12.49200	11.62675	13.89088	11.26270	56.94542	53.55175	41.98337	44.18487	58.46853
2018-05-05 11:26:00	8630330696303481289	0.00000	16.16589	14.01550	15.66802	10.70315	8.68058	38.37929	67.04543	39.76324	2.23985	77.55252
2018-05-05 11:27:00	863033069630348768	0.00000	12.27235	11.83681	13.97025	17.55242	14.65772	49.48177	55.27039	3.60065	5.34135	19.52665
2018-05-05 11:28:00	863033069630348958	0.00000	15.89598	14.82891	17.36966	11.40124	14.28270	63.71542	51.67058	48.85329	23.14644	73.89002
2018-05-05 11:29:00	3590433799317661842	1.00000	14.80319	12.35288	13.79743	10.56077	11.81993	53.90836	31.51319	57.40550	86.55179	55.25624
2018-05-05 11:30:00	3590433799317661248	1.00000	9.70569	11.22423	9.80596	15.95491	11.11276	56.06140	58.86287	70.98644	59.16108	60.47127
2018-05-05 11:31:00	3590433799317661826	1.00000	9.52881	10.64183	10.01095	14.57854	11.38826	60.45164	55.56077	90.16667	18.88322	84.17490
2018-05-05 11:32:00	863033069630348750	1.00000	14.66980	14.40537	12.26824	12.54609	12.86771	48.58939	66.98430	89.99024	71.42249	47.02893
2018-05-05 11:33:00	3590433799317661446	0.00000	16.52346	17.79001	13.34314	11.91628	11.90707	34.45542	71.57141	39.76029	53.45844	95.17657
2018-05-05 11:34:00	8630330696303481644	1.00000	12.62126	10.11880	8.61308	10.70727	11.30955	56.46170	39.20928	87.68952	34.72327	30.94549
2018-05-05 11:35:00	359043379931766494	1.00000	9.69034	12.64159	12.11948	6.58743	13.42894	46.26376	63.44524	2.38404	93.49457	18.94916
2018-05-05 11:36:00	359043379931766080	0.00000	14.21579	13.18078	13.14470	16.30661	12.92221	61.52753	43.79585	7.60364	19.03398	66.78764
2018-05-05 11:37:00	3590433799317661354	1.00000	16.19707	8.95773	11.21051	13.88951	13.77723	53.85172	64.91253	49.51989	46.67083	95.51594
2018-05-05 11:38:00	3590433799317662162	1.00000	13.03515	11.54735	9.46365	12.23193	15.83260	61.44066	57.11963	91.63545	19.08555	97.94592
2018-05-05 11:39:00	3590433799317662436	0.00000	14.90108	13.96915	15.17819	11.53422	13.76499	57.61999	36.83596	73.36775	83.95003	66.62270
2018-05-05 11:40:00	3590433799317662345	1.00000	10.15706	10.78713	13.07740	16.17154	8.16490	44.84749	29.45937	19.52635	45.52627	38.60523
2018-05-05 11:41:00	863033069630348313	1.00000	14.42510	8.48617	9.97643	10.95461	12.73599	47.46994	48.85367	2.95378	1.26502	5.79896
2018-05-05 11:42:00	359043379931766288	0.00000	13.53115	14.34603	14.35544	11.80256	17.02974	27.46768	37.23366	90.45983	62.05701	4.75332
2018-05-05 11:43:00	3590433799317662436	0.00000	12.43964	15.05819	13.42474	10.10154	10.06970	47.99473	50.96212	67.85760	89.85358	36.98380
2018-05-05 11:44:00	8630330696303481842	0.00000	14.82643	13.98122	14.57097	7.39499	9.92502	70.96584	63.90205	90.72506	42.41663	47.17905
2018-05-05 11:45:00	359043379931766320	0.00000	13.95673	15.05150	14.88976	14.57591	17.56237	53.85832	43.60194	26.19054	61.79455	27.07321
2018-05-05 11:46:00	3590433799317662345	1.00000	17.06709	9.93909	9.63217	12.45646	16.50915	52.01879	58.47982	43.16800	28.95428	84.82396
2018-05-05 11:47:00	863033069630348305	1.00000	11.97429	11.33571	13.44815	9.92831	7.20086	56.77171	51.05293	17.01956	2.86079	16.87711
2018-05-05 11:48:00	8630330696303481990	1.00000	14.95743	8.57710	8.91269	12.19289	16.36905	53.09174	66.74505	82.94603	0.06061	0.55368
2018-05-05 11:49:00	359043379931766882	1.00000	13.56450	12.84374	8.16680	12.13971	16.49632	45.04204	73.94195	86.55714	26.76877	58.09128
2018-05-05 11:50:00	359043379931766262	1.00000	12.48324	11.27696	11.94023	9.43702	14.42655	42.64362	53.75465	37.82311	55.14789	75.41762
2018-05-05 11:51:00	3590433799317662089	1.00000	12.78908	12.02453	12.42274	13.64755	11.68457	35.51665	59.86355	82.53938	90.45189	26.26898
2018-05-05 11:52:00	8630330696303481586	0.00000	14.84037	16.57716	14.15484	9.45067	11.08240	70.05553	52.64421	67.72040	42.83615	14.22163
2018-05-05 11:53:00	863033069630348982	0.00000	13.56497	16.88164	11.37094	11.41635	10.06083	34.21361	56.81117	10.78009	82.05503	49.48873
2018-05-05 11:54:00	863033069630348933	0.00000	14.09853	13.36288	14.15144	13.74879	13.58188	44.31747	61.16683	74.91648	47.89060	33.69402
2018-05-05 11:55:00	8630330696303482493	1.00000	13.62480	8.85750	7.58845	12.96507	16.35477	26.44793	56.40768	51.50246	38.91602	56.95288
2018-05-05 11:56:00	8630330696303481073	1.00000	13.89047	16.30348	9.48040	17.27142	11.98510	56.64346	61.27207	14.64496	72.38371	5.99750
2018-05-05 11:57:00	3590433799317662063	0.00000	15.64150	15.16868	16.55869	16.20707	16.06900	59.84570	50.81816	11.81748	61.16313	37.56003
2018-05-05 11:58:00	863033069630348602	0.00000	14.67330	15.17358	13.32330	11.07605	10.33879	39.94917	27.03879	95.82974	36.52899	64.70465
2018-05-05 11:59:00	3590433799317661503	1.00000	15.02335	11.65022	13.96908	10.42559	13.76545	33.40244	44.56041	77.40480	87.50645	29.88836
2018-05-05 12:00:00	3590433799317662394	0.00000	11.56810	11.35777	13.17044	15.54508	12.47935	68.55212	44.43745	92.66159	83.19929	41.16662
2018-05-05 12:01:00	359043379931766221	0.00000	16.97302	16.04664	16.14841	13.52303	12.52800	44.42360	56.45983	0.01814	54.98075	94.15785
2018-05-05 12:02:00	8630330696303481149	0.00000	13.07011	13.70357	12.46350	15.28830	16.65816	39.82728	35.43619	80.52919	18.76390	57.88306
2018-05-05 12:03:00	3590433799317661784	0.00000	15.85827	10.41337	16.43851	12.20685	12.78915	55.59524	50.10676	94.19886	66.39104	36.49091
2018-05-05 12:04:00	3590433799317661164	0.00000	15.17148	13.63886	15.92884	12.09079	10.92847	58.04565	57.66869	62.78511	25.09359	53.94575
2018-05-05 12:05:00	3590433799317662287	0.00000	11.59374	11.70560	13.04162	14.21734	8.94337	41.10621	50.80392	86.06379	64.51140	93.08692
2018-05-05 12:06:00	359043379931766890	1.00000	12.84108	10.47361	11.62290	10.13459	13.27276	61.66986	46.95263	66.36852	47.72313	96.59602
2018-05-05 12:07:00	863033069630348669	0.00000	16.62177	17.57699	14.81435	14.37731	11.33606	43.83270	69.70273	85.68357	78.14298	96.30530
2018-05-05 12:08:00	359043379931766288	0.00000	14.33773	15.15326	16.16440	12.26100	13.93105	44.80366	45.76109	94.42585	78.94101	48.51653
2018-05-05 12:09:00	3590433799317661628	1.00000	12.34750	13.06348	8.84220	13.51202	11.02829	35.05928	42.54053	52.41307	70.67035	63.82257
2018-05-05 12:10:00	3590433799317661958	1.00000	10.37437	10.68698	10.85667	15.57189	9.97977	65.46043	58.68231	23.41255	58.27592	94.97361
2018-05-05 12:11:00	863033069630348867	1.00000	15.48902	10.00383	10.41675	13.85808	13.29265	60.79927	48.61109	19.46332	78.14793	97.06308
2018-05-05 12:12:00	359043379931766494	1.00000	12.04230	15.42404	10.84542	14.52264	13.78572	46.86510	59.37957	59.26385	59.05251	99.74045
2018-05-05 12:13:00	8630330696303481271	1.00000	12.62184	13.26465	13.42276	6.42540	17.36780	71.91291	57.54478	46.35468	59.35360	65.91111
2018-05-05 12:14:00	3590433799317661685	1.00000	9.26659	10.29877	8.74028	14.10937	8.53717	42.78015	24.44667	19.35691	96.40358	99.16006
2018-05-05 12:15:00	359043379931766890	1.00000	10.45177	9.76453	11.08905	15.11703	9.97118	40.92048	67.54869	36.07571	79.45752	74.53146
2018-05-05 12:16:00	3590433799317661875	1.00000	10.43457	11.05273	9.68303	15.83611	9.39024	47.43188	69.55233	55.20580	37.13103	76.06911
2018-05-05 12:17:00	8630330696303481487	1.00000	13.70884	6.75409	8.76692	9.17113	12.87533	64.44822	58.13684	6.91052	8.37685	8.05166
2018-05-05 12:18:00	8630330696303482055	1.00000	12.71544	12.09745	12.09973	10.35811	12.18752	48.01094	62.37658	3.97019	19.79188	9.09615
2018-05-05 12:19:00	863033069630348990	1.00000	11.71481	12.26028	8.99431	15.10147	11.74113	44.87215	45.98585	43.70756	1.79514	23.48877
2018-05-05 12:20:00	3590433799317661909	0.00000	10.73943	8.53866	11.67795	15.34675	13.12178	42.52833	64.60450	70.53010	52.62727	26.06007
2018-05-05 12:21:00	8630330696303481875	1.00000	13.55475	11.59590	12.53066	13.80221	12.09132	40.75761	48.95689	42.83465	26.55104	4.24827
2018-05-05 12:22:00	3590433799317661693	1.00000	15.42348	10.91745	9.53259	11.54211	13.90022	41.43396	69.35094	70.76759	70.23332	10.84315
2018-05-05 12:23:00	8630330696303482329	1.00000	9.45713	13.35599	8.47043	16.22464	13.28831	32.98407	47.23829	11.20193	88.82762	25.10405
2018-05-05 12:24:00	863033069630348867	0.00000	14.46212	16.15531	13.53142	14.13148	15.74501	36.02882	75.72775	5.62174	69.24798	20.70733
2018-05-05 12:25:00	8630330696303481552	0.00000	14.34020	14.42996	13.12391	15.15175	15.27727	75.20249	67.03786	45.90765	24.88661	38.51042
2018-05-05 12:26:00	863033069630348156	1.00000	10.57106	11.66082	7.93203	14.49195	14.20232	67.27718	61.38418	3.93883	77.97700	91.47985
2018-05-05 12:27:00	8630330696303481875	1.00000	12.97268	10.21078	10.40692	12.26122	13.03241	57.97638	60.29209	95.46689	42.88769	62.47773
2018-05-05 12:28:00	8630330696303481230	1.00000	12.23466	12.89985	8.60496	13.82746	11.21999	41.75346	68.58839	33.15287	88.81184	73.96757
2018-05-05 12:29:00	863033069630348404	1.00000	11.63653	14.32830	11.35302	8.90015	16.45319	60.45110	62.14552	41.83231	94.10628	39.32997
2018-05-05 12:30:00	8630330696303481347	0.00000	16.56815	15.81147	15.59967	19.60401	13.08226	60.92392	58.81947	22.64402	61.25189	55.93218
2018-05-05 12:31:00	3590433799317661693	1.00000	11.35108	9.61733	11.57476	13.81672	11.80850	60.14002	30.52741	57.16749	82.77123	98.87254
2018-05-05 12:32:00	8630330696303481859	0.00000	15.56271	14.27054	13.52469	14.64472	13.29827	46.60692	47.79865	11.57725	4.48059	82.33301
2018-05-05 12:33:00	8630330696303481636	1.00000	11.44696	8.88925	6.75794	12.79486	9.71135	35.68342	39.78115	93.71331	56.57119	55.83725
2018-05-05 12:34:00	3590433799317661925	1.00000	18.91679	8.27789	13.09309	13.52799	16.96365	49.90242	78.91869	26.24889	25.64259	86.52697
2018-05-05 12:35:00	3590433799317662006	1.00000	14.51700	11.95352	16.12383	11.33451	14.12659	53.70778	43.31563	28.41906	78.20086	64.37540
2018-05-05 12:36:00	8630330696303482204	0.00000	12.10672	17.78596	10.36718	11.97343	11.10036	64.76130	59.74261	43.57114	20.20135	45.97843
2018-05-05 12:37:00	3590433799317661388	0.00000	10.80555	11.47211	9.28194	10.36929	15.63611	67.78582	48.83662	7.62347	83.05197	25.48681
2018-05-05 12:38:00	8630330696303481222	1.00000	7.04771	8.22241	5.65670	18.82226	11.22502	52.34629	60.80490	19.56709	54.44632	43.25865
2018-05-05 12:39:00	359043379931766627	0.00000	12.30724	11.51448	15.40203	15.42986	18.13605	68.99718	71.35022	25.18244	98.76279	67.49681
2018-05-05 12:40:00	359043379931766130	1.00000	11.35708	10.28433	10.33878	15.88157	12.02393	62.13990	62.84967	21.87304	29.27201	17.49863
2018-05-05 12:41:00	8630330696303481271	1.00000	8.77718	7.57204	10.42932	15.26416	11.14242	42.69855	81.61911	11.46309	66.68751	53.63732
2018-05-05 12:42:00	8630330696303482246	1.00000	12.82602	11.97759	8.54967	12.14557	13.05213	32.02611	44.15315	49.59494	88.80851	59.06670
2018-05-05 12:43:00	8630330696303482071	1.00000	9.59129	10.07391	12.20651	14.01899	10.22888	60.14584	56.88655	29.56721	50.66986	55.79605
2018-05-05 12:44:00	863033069630348180	1.00000	14.89239	11.63574	12.46859	10.67181	17.19120	60.87674	46.43209	11.58246	82.74622	34.67756
2018-05-05 12:45:00	863033069630348115	0.00000	13.03299	13.48201	13.28938	15.06422	18.52180	43.16713	37.84521	23.12439	34.50136	38.90273
2018-05-05 12:46:00	359043379931766437	1.00000	12.77040	13.15638	11.79361	8.63404	15.48754	36.56274	64.32670	28.41443	19.67472	70.65667
2018-05-05 12:47:00	3590433799317661446	1.00000	8.19871	9.61789	9.40456	14.96239	10.27653	55.00930	53.93673	72.83833	49.05857	2.08551
2018-05-05 12:48:00	8630330696303481537	1.00000	12.43076	13.48564	13.74663	12.89061	9.55933	28.27123	54.69925	12.08599	22.52784	16.81060
2018-05-05 12:49:00	8630330696303481255	1.00000	14.82595	10.32135	5.94950	13.31944	10.55351	34.99891	58.63978	16.73792	33.44296	72.61982
2018-05-05 12:50:00	863033069630348982	1.00000	6.77787	7.48609	7.06132	14.78004	10.58851	57.59936	62.10649	76.06264	67.17387	68.55908
2018-05-05 12:51:00	3590433799317661297	1.00000	18.03360	6.91019	11.03602	12.78767	15.85623	63.40137	42.10632	5.20183	2.14550	96.93916
2018-05-05 12:52:00	359043379931766932	1.00000	11.66995	9.80848	12.91861	13.95967	12.23623	49.90627	48.74676	94.17036	83.62724	99.50814
2018-05-05 12:53:00	863033069630348057	0.00000	12.16072	13.12492	14.65791	14.92328	16.26795	59.97330	49.79918	96.34886	31.93053	14.88363
2018-05-05 12:54:00	359043379931766536	0.00000	16.47104	15.42646	15.68081	9.76983	11.88963	22.86335	62.20756	68.32628	54.25861	35.59287
2018-05-05 12:55:00	863033069630348818	1.00000	13.23884	11.74041	11.23386	13.42082	12.82977	62.58545	54.41286	18.10956	14.45232	97.21806
2018-05-05 12:56:00	3590433799317661933	1.00000	9.45721	11.89288	8.76122	12.64495	10.42569	67.05541	33.63289	67.30013	47.97726	11.86557
2018-05-05 12:57:00	359043379931766916	1.00000	9.22003	12.49135	10.97028	15.64520	10.14851	36.74101	38.24420	6.75957	74.51464	19.93269
2018-05-05 12:58:00	3590433799317661792	1.00000	12.70527	14.29578	13.22459	6.97564	14.07318	77.77761	57.07912	20.82578	56.61802	80.98829
2018-05-05 12:59:00	863033069630348404	0.00000	13.62078	14.74028	14.21480	10.67300	8.38063	76.54110	56.39657	44.90647	43.73730	5.49899
2018-05-05 13:00:00	8630330696303481412	1.00000	8.00607	10.95983	6.13627	16.26572	11.52821	55.34068	59.35399	83.63334	23.83204	4.21178
2018-05-05 13:01:00	863033069630348131	0.00000	14.93668	12.75314	15.34578	10.33011	12.01454	51.07276	55.22800	37.15081	47.71069	34.51723
