latitude	longitude	store_name	code	location	imei
51.21667	6.26667	Schwalmtal	DE	Europe/Berlin	3590433799317661800
60.2052	24.6522	Espoo	FI	Europe/Helsinki	863033069630348842
41.94175	123.50266	Hushitai	CN	Asia/Shanghai	359043379931766320
32.87533	71.57118	Daud Khel	PK	Asia/Karachi	3590433799317661792
-4.06667	37.73333	Same	TZ	Africa/Dar_es_Salaam	863033069630348669
53.59337	9.47629	Stade	DE	Europe/Berlin	863033069630348289
28.90054	-81.26367	Deltona	US	America/New_York	8630330696303481289
55.38752	36.73307	Naro-Fominsk	RU	Europe/Moscow	359043379931766668
16.455	120.5875	La Trinidad	PH	Asia/Manila	3590433799317661149
40.11583	67.84222	Jizzax	UZ	Asia/Samarkand	359043379931766304
51.21187	4.25633	Beveren	BE	Europe/Brussels	359043379931766056
42.28639	18.84	Budva	ME	Europe/Podgorica	3590433799317661339
42.30865	-83.48216	Canton	US	America/Detroit	863033069630348370
45.16024	-93.08883	Lino Lakes	US	America/Chicago	359043379931766189
49.13645	8.91229	Eppingen	DE	Europe/Berlin	3590433799317661073
26.32293	91.00632	Barpeta	IN	Asia/Kolkata	359043379931766114
35.815	139.6853	Shimotoda	JP	Asia/Tokyo	8630330696303481529
-34.28853	146.05093	Griffith	AU	Australia/Sydney	8630330696303481594
27.85	112.9	Xiangtan	CN	Asia/Shanghai	3590433799317661347
48.43174	17.8031	Hlohovec	SK	Europe/Bratislava	863033069630348057
34.9	137.5	Shinshiro	JP	Asia/Tokyo	3590433799317661123
37.30553	120.82747	Zhuangyuan	CN	Asia/Shanghai	3590433799317661016
45.53929	-122.38731	Troutdale	US	America/Los_Angeles	863033069630348123
10.7375	122.9666	Talisay	PH	Asia/Manila	8630330696303481362
41.50343	-74.01042	Newburgh	US	America/New_York	3590433799317661867
10.58806	77.24779	Udumalaippettai	IN	Asia/Kolkata	8630330696303482212
-22.92306	-53.13722	Loanda	BR	America/Sao_Paulo	8630330696303482097
53.16167	6.76111	Hoogezand	NL	Europe/Amsterdam	359043379931766957
53.83333	-2.98333	Poulton-le-Fylde	GB	Europe/London	359043379931766445
54.39635	24.04142	Alytus	LT	Europe/Vilnius	359043379931766015
44.89784	8.86374	Tortona	IT	Europe/Rome	863033069630348693
50.75932	25.34244	Lutsk	UA	Europe/Kyiv	863033069630348859
54.52156	9.5586	Schleswig	DE	Europe/Berlin	359043379931766726
50.80019	7.20769	Siegburg	DE	Europe/Berlin	359043379931766841
42.52787	-70.92866	Peabody	US	America/New_York	8630330696303481164
11.84962	-86.19903	Jinotepe	NI	America/Managua	863033069630348073
3.7278	98.6738	Labuhan Deli	ID	Asia/Jakarta	8630330696303481685
49.183239	15.454273	Telč	CZ	Europe/Prague	863033069630348750
40.2737	-76.88442	Harrisburg	US	America/New_York	3590433799317661750
-0.35817	42.54536	Kismayo	SO	Africa/Mogadishu	359043379931766874
35.88264	-80.08199	Thomasville	US	America/New_York	8630330696303481503
16.455	120.5875	La Trinidad	PH	Asia/Manila	3590433799317661750
51.12794	4.21372	Temse	BE	Europe/Brussels	3590433799317661644
34.75856	136.13108	Ueno-ebisumachi	JP	Asia/Tokyo	8630330696303482238
52.47774	10.5511	Gifhorn	DE	Europe/Berlin	359043379931766072
53.81667	-3.05	Blackpool	GB	Europe/London	8630330696303482212
37.19723	122.05228	Tianfu	CN	Asia/Shanghai	3590433799317661610
11.12018	76.11996	Manjeri	IN	Asia/Kolkata	863033069630348792
30.21121	74.4818	Malaut	IN	Asia/Kolkata	359043379931766577
7.57944	-8.53778	New Yekepa	LR	Africa/Monrovia	3590433799317662071
-0.71667	-48.52333	Soure	BR	America/Belem	863033069630348842
51.4781	57.3552	Kuvandyk	RU	Asia/Yekaterinburg	359043379931766171
42.24113	-88.3162	Crystal Lake	US	America/Chicago	8630330696303482006
48.78232	9.17702	Stuttgart	DE	Europe/Berlin	863033069630348545
33.43443	-5.22126	Azrou	MA	Africa/Casablanca	3590433799317661123
39.57582	-105.11221	Ken Caryl	US	America/Denver	8630330696303481875
55.85	37.56667	Likhobory	RU	Europe/Moscow	3590433799317661107
54.90083	38.07083	Stupino	RU	Europe/Moscow	8630330696303481610
-11.94306	-76.70944	Chosica	PE	America/Lima	863033069630348503
33.76446	-117.79394	North Tustin	US	America/Los_Angeles	359043379931766957
-3.14306	-58.44417	Itacoatiara	BR	America/Manaus	863033069630348339
3.02013	30.91105	Arua	UG	Africa/Kampala	8630330696303481768
36.91023	-121.75689	Watsonville	US	America/Los_Angeles	8630330696303481826
46.51872	86.00214	Hoxtolgay	CN	Asia/Urumqi	3590433799317661909
44.73941	-93.12577	Rosemount	US	America/Chicago	359043379931766296
35.64889	117.27583	Sishui	CN	Asia/Shanghai	359043379931766452
41.47892	-87.45476	Schererville	US	America/Chicago	3590433799317661537
3.31332	117.59152	Tarakan	ID	Asia/Makassar	3590433799317661628
6.25947	102.05461	Tak Bai	TH	Asia/Bangkok	359043379931766049
-3.74912	-73.25383	Iquitos	PE	America/Lima	3590433799317661172
36.19278	117.65694	Laiwu	CN	Asia/Shanghai	359043379931766676
24.96334	10.18003	Ghat	LY	Africa/Tripoli	359043379931766320
42.93369	-72.27814	Keene	US	America/New_York	863033069630348297
45.75279	130.57211	Boli	CN	Asia/Shanghai	3590433799317661420
24.41288	76.56719	Aklera	IN	Asia/Kolkata	8630330696303482071
39.32288	-76.72803	Woodlawn	US	America/New_York	3590433799317661503
40.53123	17.58522	Francavilla Fontana	IT	Europe/Rome	8630330696303482378
42.35843	-71.05977	Boston	US	America/New_York	863033069630348727
41.24264	16.50104	Bisceglie	IT	Europe/Rome	359043379931766395
40.72371	-73.95097	Greenpoint	US	America/New_York	3590433799317662212
47.05	15.46667	Sankt Peter	AT	Europe/Vienna	359043379931766015
35.85	117.7	Dongdu	CN	Asia/Shanghai	8630330696303481537
-33.88096	151.07986	Strathfield	AU	Australia/Sydney	3590433799317662196
39.71734	-74.96933	Sicklerville	US	America/New_York	8630330696303482139
7.6	4.18333	Olupona	NG	Africa/Lagos	8630330696303482295
39.71734	-74.96933	Sicklerville	US	America/New_York	8630330696303482261
7.57944	-8.53778	New Yekepa	LR	Africa/Monrovia	3590433799317661040
43.54072	-116.56346	Nampa	US	America/Boise	359043379931766239
-8.73508	24.99798	Kamina	CD	Africa/Lubumbashi	8630330696303481396
61.78491	34.34691	Petrozavodsk	RU	Europe/Moscow	8630330696303482279
40.85158	122.74754	Haicheng	CN	Asia/Shanghai	3590433799317661586
36.61954	4.08282	Beni Douala	DZ	Africa/Algiers	863033069630348792
22.10194	85.37752	Barbil	IN	Asia/Kolkata	359043379931766916
55.38752	36.73307	Naro-Fominsk	RU	Europe/Moscow	3590433799317661347
50.82882	-0.32247	Lancing	GB	Europe/London	359043379931766544
43.67681	4.63031	Arles	FR	Europe/Paris	359043379931766924
-17.83333	48.41667	Ambatondrazaka	MG	Indian/Antananarivo	3590433799317661131
-21.44345	-65.71875	Tupiza	BO	America/La_Paz	8630330696303481305
48.46458	9.22796	Pfullingen	DE	Europe/Berlin	3590433799317661487
17.54907	82.85749	Elamanchili	IN	Asia/Kolkata	359043379931766361
5.84752	-5.682	Lakota	CI	Africa/Abidjan	863033069630348883
31.76212	-95.63079	Palestine	US	America/Chicago	3590433799317661032
38.58894	-89.99038	Fairview Heights	US	America/Chicago	8630330696303482196
48.77275	5.16108	Bar-le-Duc	FR	Europe/Paris	359043379931766262
49.65186	26.97253	Krasyliv	UA	Europe/Kyiv	3590433799317662337
47.4943	-122.24092	Bryn Mawr-Skyway	US	America/Los_Angeles	8630330696303481362
47.46657	84.87144	Zaysan	KZ	Asia/Almaty	8630330696303482485
9.15093	-79.62098	Chilibre	PA	America/Panama	3590433799317662493
25.92493	73.66633	Sojat	IN	Asia/Kolkata	3590433799317662006
3.3285	99.1625	Tebingtinggi	ID	Asia/Jakarta	8630330696303481909
32.44874	-99.73314	Abilene	US	America/Chicago	3590433799317661875
-28.24	-48.67028	Imbituba	BR	America/Sao_Paulo	3590433799317662295
43.11667	1.6	Pamiers	FR	Europe/Paris	8630330696303481438
3.51667	11.5	Mbalmayo	CM	Africa/Douala	3590433799317661933
-7.0981	109.3243	Randudongkal	ID	Asia/Jakarta	359043379931766684
-34.74785	-58.70072	Pontevedra	AR	America/Argentina/Buenos_Aires	8630330696303482428
6.95194	121.96361	Recodo	PH	Asia/Manila	3590433799317661909
14.62578	121.12251	Antipolo	PH	Asia/Manila	8630330696303481008
1.6561	103.6032	Kulai	MY	Asia/Kuala_Lumpur	359043379931766254
48.43174	17.8031	Hlohovec	SK	Europe/Bratislava	3590433799317662139
40.60538	-73.75513	Far Rockaway	US	America/New_York	863033069630348180
-32.45242	-71.23106	La Ligua	CL	America/Santiago	3590433799317661750
55.64776	38.02486	Malakhovka	RU	Europe/Moscow	8630330696303482063
45.39402	9.29109	San Giuliano Milanese	IT	Europe/Rome	3590433799317662337
51.62907	-0.74934	High Wycombe	GB	Europe/London	3590433799317662428
10.31672	123.89071	Cebu City	PH	Asia/Manila	8630330696303482444
51.44889	5.51978	Tongelre	NL	Europe/Amsterdam	359043379931766882
42.4251	-71.06616	Malden	US	America/New_York	3590433799317661990
38.96667	-0.18333	Gandia	ES	Europe/Madrid	3590433799317661933
43.1122	12.38878	Perugia	IT	Europe/Rome	3590433799317662097
26.76628	83.36889	Gorakhpur	IN	Asia/Kolkata	3590433799317661131
22.19303	88.18466	Diamond Harbour	IN	Asia/Kolkata	359043379931766353
19.32932	-98.1664	Contla	MX	America/Mexico_City	8630330696303481008
22.10194	85.37752	Barbil	IN	Asia/Kolkata	8630330696303482428
51.65	-0.2	Barnet	GB	Europe/London	359043379931766619
48.79325	2.29275	Fontenay-aux-Roses	FR	Europe/Paris	359043379931766148
27.55898	68.21204	Larkana	PK	Asia/Karachi	3590433799317661222
-3.20333	-52.20639	Altamira	BR	America/Santarem	359043379931766205
-8.05389	-34.88111	Recife	BR	America/Recife	359043379931766064
9.58126	8.2926	Kafanchan	NG	Africa/Lagos	863033069630348362
42	21.32778	Saraj	MK	Europe/Skopje	8630330696303481651
0.03813	36.36339	Nyahururu	KE	Africa/Nairobi	3590433799317661701
12.12278	-61.62498	Grenville	GD	America/Grenada	3590433799317661362
43.67681	4.63031	Arles	FR	Europe/Paris	8630330696303481925
54.03876	43.91385	Kovylkino	RU	Europe/Moscow	359043379931766825
55.38752	36.73307	Naro-Fominsk	RU	Europe/Moscow	8630330696303481743
9.535	-13.68778	Camayenne	GN	Africa/Conakry	8630330696303481719
48.21644	9.02596	Albstadt	DE	Europe/Berlin	3590433799317661685
41.14676	-73.49484	New Canaan	US	America/New_York	3590433799317661545
60.97944	76.92421	Izluchinsk	RU	Asia/Yekaterinburg	863033069630348180
37.31065	13.57661	Agrigento	IT	Europe/Rome	359043379931766056
12.12278	-61.62498	Grenville	GD	America/Grenada	3590433799317662113
-20.87306	-48.29694	Viradouro	BR	America/Sao_Paulo	359043379931766452
51.26	-2.1875	Westbury	GB	Europe/London	863033069630348545
42.4251	-71.06616	Malden	US	America/New_York	8630330696303481057
-19.65	47.31667	Antanifotsy	MG	Indian/Antananarivo	359043379931766585
43.4125	23.225	Montana	BG	Europe/Sofia	8630330696303481875
51.08468	7.11393	Burscheid	DE	Europe/Berlin	359043379931766684
41.57439	24.71204	Smolyan	BG	Europe/Sofia	3590433799317661875
-3.14306	-58.44417	Itacoatiara	BR	America/Manaus	3590433799317661933
13.44581	101.18445	Phanat Nikhom	TH	Asia/Bangkok	359043379931766411
60.2052	24.6522	Espoo	FI	Europe/Helsinki	359043379931766015
29.38242	70.91106	Alipur	PK	Asia/Karachi	359043379931766114
54.03876	43.91385	Kovylkino	RU	Europe/Moscow	8630330696303482071
33.3213	130.94098	Hita	JP	Asia/Tokyo	3590433799317661446
51.14942	15.00835	Zgorzelec	PL	Europe/Warsaw	3590433799317662253
25.49043	85.94001	Teghra	IN	Asia/Kolkata	8630330696303481552
43.31667	-2.68333	Gernika-Lumo	ES	Europe/Madrid	863033069630348131
34.06635	-84.67837	Acworth	US	America/New_York	3590433799317661388
-4.42472	-41.45861	Pedro II	BR	America/Fortaleza	3590433799317661362
28.15112	-82.46148	Lutz	US	America/New_York	359043379931766866
18.20854	-71.10077	Santa Cruz de Barahona	DO	America/Santo_Domingo	8630330696303482345
43.1122	12.38878	Perugia	IT	Europe/Rome	3590433799317661792
43.82634	144.09638	Motomachi	JP	Asia/Tokyo	3590433799317662493
40.67705	-73.89125	Cypress Hills	US	America/New_York	3590433799317662352
52.31333	6.92917	Oldenzaal	NL	Europe/Amsterdam	8630330696303482097
27.92333	118.53333	Pucheng	CN	Asia/Shanghai	8630330696303481875
36.82167	128.63083	Eisen	KR	Asia/Seoul	359043379931766692
9.15093	-79.62098	Chilibre	PA	America/Panama	359043379931766999
38.07789	13.44275	Villabate	IT	Europe/Rome	3590433799317661156
9.6531	124.3697	Jagna	PH	Asia/Manila	863033069630348925
-37.9	145.18333	Wheelers Hill	AU	Australia/Melbourne	863033069630348891
50.7236	-3.52751	Exeter	GB	Europe/London	8630330696303481479
-10.91722	-37.65	Lagarto	BR	America/Maceio	3590433799317661743
31.39547	34.75699	Rahat	IL	Asia/Jerusalem	863033069630348925
26.44931	91.61356	Rangia	IN	Asia/Kolkata	3590433799317661933
41.24255	-82.61573	Norwalk	US	America/New_York	863033069630348453
37.49073	-2.77259	Baza	ES	Europe/Madrid	8630330696303482295
17.34769	78.55757	Lal Bahadur Nagar	IN	Asia/Kolkata	3590433799317662048
10.7375	122.9666	Talisay	PH	Asia/Manila	359043379931766304
47.38093	-122.23484	Kent	US	America/Los_Angeles	8630330696303481529
0.03813	36.36339	Nyahururu	KE	Africa/Nairobi	3590433799317661735
40.85158	122.74754	Haicheng	CN	Asia/Shanghai	3590433799317662485
10.66668	-61.51889	Port of Spain	TT	America/Port_of_Spain	3590433799317661529
42.7392	-84.62081	Waverly	US	America/Detroit	359043379931766197
41.75338	-86.11084	Granger	US	America/Indiana/Indianapolis	863033069630348891
48.78232	9.17702	Stuttgart	DE	Europe/Berlin	359043379931766445
56.03361	35.96944	Volokolamsk	RU	Europe/Moscow	863033069630348875
22.75218	72.68533	Kheda	IN	Asia/Kolkata	3590433799317662253
37.31065	13.57661	Agrigento	IT	Europe/Rome	359043379931766809
43.2907	5.4384	Marseille 11	FR	Europe/Paris	8630330696303482105
6.03333	37.55	Arba Minch	ET	Africa/Addis_Ababa	3590433799317661644
5.4709	100.24529	Batu Feringgi	MY	Asia/Kuala_Lumpur	863033069630348461
44.31771	9.32241	Chiavari	IT	Europe/Rome	863033069630348552
-27.76952	30.79165	Vryheid	ZA	Africa/Johannesburg	359043379931766932
56.85836	35.90057	Tver	RU	Europe/Moscow	8630330696303481545
41.72059	-87.70172	Evergreen Park	US	America/Chicago	359043379931766817
22.88783	84.13864	Jashpurnagar	IN	Asia/Kolkata	3590433799317662030
40.65538	-74.38987	Scotch Plains	US	America/New_York	3590433799317661917
47.05	15.46667	Sankt Peter	AT	Europe/Vienna	3590433799317661255
34.25628	-78.04471	Leland	US	America/New_York	8630330696303482311
-21.44236	27.46153	Tonota	BW	Africa/Gaborone	3590433799317661859
25.67927	-80.31727	Kendall	US	America/New_York	863033069630348941
65.84811	24.14662	Tornio	FI	Europe/Helsinki	8630330696303481537
45.53069	9.40531	Gorgonzola	IT	Europe/Rome	8630330696303481347
53.19146	-2.52398	Winsford	GB	Europe/London	8630330696303481149
15.72892	120.57224	Burgos	PH	Asia/Manila	863033069630348305
47.30997	8.52462	Adliswil	CH	Europe/Zurich	8630330696303482253
-15.675	-38.94722	Canavieiras	BR	America/Bahia	359043379931766817
21.34222	71.30633	Kundla	IN	Asia/Kolkata	8630330696303482246
30.46907	70.96699	Kot Addu	PK	Asia/Karachi	3590433799317661461
36.19278	117.65694	Laiwu	CN	Asia/Shanghai	3590433799317662188
40.60538	-73.75513	Far Rockaway	US	America/New_York	8630330696303482303
4.2475	9.00472	Idenao	CM	Africa/Douala	359043379931766106
41.94175	123.50266	Hushitai	CN	Asia/Shanghai	8630330696303481941
-22.53722	-42.98194	Guapimirim	BR	America/Sao_Paulo	3590433799317662493
43.1122	12.38878	Perugia	IT	Europe/Rome	359043379931766577
19.32889	-99.32556	San Lorenzo Acopilco	MX	America/Mexico_City	863033069630348057
42.30865	-83.48216	Canton	US	America/Detroit	8630330696303481073
-0.35817	42.54536	Kismayo	SO	Africa/Mogadishu	8630330696303481594
28.98002	77.70636	Meerut	IN	Asia/Kolkata	8630330696303482451
26.9423	68.11759	Tharu Shah	PK	Asia/Karachi	8630330696303481065
13.51825	99.95469	Damnoen Saduak	TH	Asia/Bangkok	3590433799317661784
46.32374	-120.00865	Sunnyside	US	America/Los_Angeles	3590433799317662451
38.54491	-121.74052	Davis	US	America/Los_Angeles	359043379931766841
48.77644	2.29026	Sceaux	FR	Europe/Paris	3590433799317662162
45.0408	-93.263	Columbia Heights	US	America/Chicago	8630330696303481396
40.42386	-3.53261	San Fernando de Henares	ES	Europe/Madrid	8630330696303482063
26.68451	-80.66756	Belle Glade	US	America/New_York	3590433799317662147
53.43333	-7.95	Athlone	IE	Europe/Dublin	3590433799317662345
34.95303	-120.43572	Santa Maria	US	America/Los_Angeles	359043379931766015
-22.53722	-42.98194	Guapimirim	BR	America/Sao_Paulo	863033069630348511
31.71667	73.38333	Sangla Hill	PK	Asia/Karachi	3590433799317662303
17.34769	78.55757	Lal Bahadur Nagar	IN	Asia/Kolkata	8630330696303481891
-33.75881	150.99292	Baulkham Hills	AU	Australia/Sydney	863033069630348446
51.24197	4.82313	Lille	BE	Europe/Brussels	863033069630348701
42.06166	-1.60452	Tudela	ES	Europe/Madrid	8630330696303481990
36.64852	51.49621	Nowshahr	IR	Asia/Tehran	8630330696303482196
29.38242	70.91106	Alipur	PK	Asia/Karachi	3590433799317661776
49.820923	18.262524	Ostrava	CZ	Europe/Prague	359043379931766494
36.27462	4.85668	Bordj Zemoura	DZ	Africa/Algiers	3590433799317661180
30.17746	-81.38758	Palm Valley	US	America/New_York	359043379931766627
37.73222	115.70111	Hengshui	CN	Asia/Shanghai	8630330696303482097
31.76212	-95.63079	Palestine	US	America/Chicago	3590433799317661594
-34.74785	-58.70072	Pontevedra	AR	America/Argentina/Buenos_Aires	359043379931766973
55.75556	60.70278	Ozersk	RU	Asia/Yekaterinburg	3590433799317661719
38.38479	-0.76773	Novelda	ES	Europe/Madrid	359043379931766510
-22.53722	-42.98194	Guapimirim	BR	America/Sao_Paulo	8630330696303481826
17.94979	-94.91386	Acayucan	MX	America/Mexico_City	8630330696303481842
44.99012	-123.02621	Keizer	US	America/Los_Angeles	8630330696303481818
6.03333	37.55	Arba Minch	ET	Africa/Addis_Ababa	8630330696303481693
22.88783	84.13864	Jashpurnagar	IN	Asia/Kolkata	359043379931766833
42.8139	-1.64295	Segundo Ensanche	ES	Europe/Madrid	3590433799317662089
44.98901	38.94324	Yablonovskiy	RU	Europe/Moscow	8630330696303481933
30.75545	20.22625	Ajdabiya	LY	Africa/Tripoli	359043379931766007
41.55838	-81.56929	Collinwood	US	America/New_York	8630330696303481800
33.35283	-111.78903	Gilbert	US	America/Phoenix	3590433799317662162
-10.91111	-37.07167	Aracaju	BR	America/Maceio	3590433799317661578
-11.48472	-37.93278	Rio Real	BR	America/Bahia	8630330696303481230
40.78206	72.34424	Andijon	UZ	Asia/Tashkent	3590433799317661487
23.0072	-82.4017	Boyeros	CU	America/Havana	359043379931766841
54.84444	38.16694	Kashira	RU	Europe/Moscow	8630330696303481818
54.39304	53.26023	Bavly	RU	Europe/Moscow	8630330696303481842
45.44694	8.62118	Novara	IT	Europe/Rome	3590433799317661669
56.56317	-2.58736	Arbroath	GB	Europe/London	863033069630348156
42.52787	-70.92866	Peabody	US	America/New_York	863033069630348370
35.74788	-95.36969	Muskogee	US	America/Chicago	3590433799317661461
32.42067	-104.22884	Carlsbad	US	America/Denver	863033069630348867
57.30185	39.85331	Gavrilov-Yam	RU	Europe/Moscow	863033069630348644
25.75728	75.37991	Deoli	IN	Asia/Kolkata	3590433799317661438
48.90472	2.2469	La Garenne-Colombes	FR	Europe/Paris	863033069630348727
27.0174	49.62251	Al Jubayl	SA	Asia/Riyadh	359043379931766007
43.31667	-2.68333	Gernika-Lumo	ES	Europe/Madrid	8630330696303481966
30.21121	74.4818	Malaut	IN	Asia/Kolkata	8630330696303481941
41.84364	-87.71255	South Lawndale	US	America/Chicago	863033069630348867
4.73245	-74.26419	Madrid	CO	America/Bogota	359043379931766734
51.65	-0.2	Barnet	GB	Europe/London	8630330696303481743
35.88264	-80.08199	Thomasville	US	America/New_York	8630330696303481107
51.19139	6.51352	Korschenbroich	DE	Europe/Berlin	863033069630348669
39.00622	-77.4286	Sterling	US	America/New_York	3590433799317661735
-27.76952	30.79165	Vryheid	ZA	Africa/Johannesburg	359043379931766155
13.73417	-89.71472	Sonzacate	SV	America/El_Salvador	359043379931766288
16.0438	120.4861	Manaoag	PH	Asia/Manila	3590433799317662345
40.24537	-75.64963	Pottstown	US	America/New_York	3590433799317661016
43.54072	-116.56346	Nampa	US	America/Boise	863033069630348495
38.07789	13.44275	Villabate	IT	Europe/Rome	3590433799317661966
51.82721	107.60627	Ulan-Ude	RU	Asia/Irkutsk	359043379931766833
-26.22861	-52.67056	Pato Branco	BR	America/Sao_Paulo	359043379931766460
42.52787	-70.92866	Peabody	US	America/New_York	3590433799317661917
43.96222	43.63417	Novopavlovsk	RU	Europe/Moscow	359043379931766577
10.58806	77.24779	Udumalaippettai	IN	Asia/Kolkata	359043379931766551
5.27247	-3.59625	Bonoua	CI	Africa/Abidjan	8630330696303481826
5.30383	-1.98956	Tarkwa	GH	Africa/Accra	8630330696303482048
38.96372	-76.99081	Chillum	US	America/New_York	3590433799317661594
34.63915	-120.45794	Lompoc	US	America/Los_Angeles	359043379931766981
36.65	138.31667	Suzaka	JP	Asia/Tokyo	863033069630348701
52.53048	13.29371	Charlottenburg-Nord	DE	Europe/Berlin	8630330696303482089
50.74497	3.20639	Mouscron	BE	Europe/Brussels	8630330696303481016
23.29549	113.82465	Licheng	CN	Asia/Shanghai	8630330696303482394
-7.73379	113.69785	Besuki	ID	Asia/Jakarta	863033069630348107
10.10649	76.35484	Alwaye	IN	Asia/Kolkata	8630330696303481586
10.10649	76.35484	Alwaye	IN	Asia/Kolkata	3590433799317661578
-7.0981	109.3243	Randudongkal	ID	Asia/Jakarta	3590433799317661453
35.72917	10.58082	Msaken	TN	Africa/Tunis	359043379931766767
14.95472	120.89694	Baliuag	PH	Asia/Manila	359043379931766031
31.39547	34.75699	Rahat	IL	Asia/Jerusalem	863033069630348313
29.84576	-90.10674	Estelle	US	America/Chicago	359043379931766353
48.975658	14.480255	České Budějovice	CZ	Europe/Prague	3590433799317661735
44.89784	8.86374	Tortona	IT	Europe/Rome	359043379931766981
